ID	Cat. Number	Location	Country	Town	Permalink	Digital Library	Support	Date	Pages	Size	Title	Note	Genre	IIIF Manifest
OXL Arm. d. 4	MS. Arm. d. 4	The Bodleian Library	UK	Oxford	https://digital.bodleian.ox.ac.uk/inquire/p/6a140bc6-8c91-4871-8549-23ddce29db68	Digital Bodleian	Paper	1335	4 pages		Gospels	Frag.	Bible	https://iiif.bodleian.ox.ac.uk/iiif/manifest/6a140bc6-8c91-4871-8549-23ddce29db68.json
OXL Arm. e. 24	MS. Arm. e. 24	The Bodleian Library	UK	Oxford	https://digital.bodleian.ox.ac.uk/inquire/p/13a7bf7a-b194-4e61-913b-0ea13993e751	Digital Bodleian	Paper	1701	1 page		Ethical tracts	Frag.		https://iiif.bodleian.ox.ac.uk/iiif/manifest/13a7bf7a-b194-4e61-913b-0ea13993e751.json
OXL Arm. e. 10	MS. Arm. e. 10	The Bodleian Library	UK	Oxford	https://digital.bodleian.ox.ac.uk/inquire/p/96f5df6c-4be6-477c-9127-8edd82743ec4	Digital Bodleian	Paper	1700-1799	1 page		Theological tracts	Frag.		https://iiif.bodleian.ox.ac.uk/iiif/manifest/96f5df6c-4be6-477c-9127-8edd82743ec4.json
OXL Arm. d. 25	MS. Arm. d. 25	The Bodleian Library	UK	Oxford	https://digital.bodleian.ox.ac.uk/inquire/p/9d4fab89-55fa-4093-80c5-71a4338fb09b	Digital Bodleian	Paper	1597	9 pages		Gospels	Frag.	Bible	https://iiif.bodleian.ox.ac.uk/iiif/manifest/9d4fab89-55fa-4093-80c5-71a4338fb09b.json
OXL Arm. e. 34	MS. Arm. e. 34	The Bodleian Library	UK	Oxford	https://digital.bodleian.ox.ac.uk/inquire/p/97f073b0-f7dd-4893-8bc3-14d63d597730	Digital Bodleian	Paper	1700-1799	2 pages		Philosophical and grammatical tracts	Frag.		https://iiif.bodleian.ox.ac.uk/iiif/manifest/97f073b0-f7dd-4893-8bc3-14d63d597730.json
OXL Arm. f. 16	MS. Arm. f. 16	The Bodleian Library	UK	Oxford	https://digital.bodleian.ox.ac.uk/inquire/p/f8052828-488b-4bdc-9bfa-f3c9573e0a64	Digital Bodleian	Paper	1600-1699	1 page		Poetry of Frik and Arak‘el Vardapet	Frag.		https://iiif.bodleian.ox.ac.uk/iiif/manifest/f8052828-488b-4bdc-9bfa-f3c9573e0a64.json
OXL Arm. e. 40	MS. Arm. e. 40	The Bodleian Library	UK	Oxford	https://digital.bodleian.ox.ac.uk/inquire/p/f23b95fd-c6a3-45fc-9763-042f360775fd	Digital Bodleian	Paper	1486	2 pages		Gospels	Frag.	Bible	https://iiif.bodleian.ox.ac.uk/iiif/manifest/f23b95fd-c6a3-45fc-9763-042f360775fd.json
OXL Marsh 438	MS. Marsh 438	The Bodleian Library	UK	Oxford	https://digital.bodleian.ox.ac.uk/inquire/p/ab29cc8e-544d-433b-84ca-c0fe2d8f96af	Digital Bodleian	Paper	1482	1 page		Menologium	Frag.	Liturgy	https://iiif.bodleian.ox.ac.uk/iiif/manifest/ab29cc8e-544d-433b-84ca-c0fe2d8f96af.json
OXL Arm. d. 16	MS. Arm. d. 16	The Bodleian Library	UK	Oxford	https://digital.bodleian.ox.ac.uk/inquire/p/ac3d7e8d-671f-4c68-a991-e10748533701	Digital Bodleian	Paper	1300-1399	1 page		Book of Commentaries	Frag.	Exegesis	https://iiif.bodleian.ox.ac.uk/iiif/manifest/ac3d7e8d-671f-4c68-a991-e10748533701.json
	MS Mingana 1	University of Birmingham	UK	Birmingham	http://vmr.bham.ac.uk/Collections/Mingana/Armenian_1/table/	Virtual Manuscript Room Birmingham	Parchment	1600-1699	305 images		Gospel Book		Bible	
CBC 478	Ms 478	Corpus Christi College, Parker Library	UK	Cambridge	https://parker.stanford.edu/parker/catalog/xm721dj4603	Parker Library On the Web	Vellum	1200-1299	251 folios	13.8 x 9.8 cm	Armenian Psalter		Bible	
MCR 3	MS 3	University of Manchester, John Rylands Collection	UK	Manchester	http://luna.manchester.ac.uk/luna/servlet/s/mi9d82	University of Manchester	Vellum	1544	382 images	21.6 x 15.3 cm	Romance of Alexander		History	
MCR 9	MS 9	University of Manchester, John Rylands Collection	UK	Manchester	https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~91~1~441584~274996	University of Manchester	Paper	1671		14.7 x 10 cm		Inc.		
MCR 10	MS 10	University of Manchester, John Rylands Collection	UK	Manchester	http://luna.manchester.ac.uk/luna/servlet/s/3813v7	University of Manchester	Paper	1313	4 images	22.9 x 31.7 cm	Gospel book	Inc.	Bible	
MCR 12	Ms 12	University of Manchester, John Rylands Collection	UK	Manchester	http://luna.manchester.ac.uk/luna/servlet/s/aa592j	University of Manchester	Paper	1600-1699	3 images		Gospel book	Inc.	Bible	
MCR 20	MS 20	University of Manchester, John Rylands Collection	UK	Manchester	http://luna.manchester.ac.uk/luna/servlet/s/8pmm56	University of Manchester	Vellum	1587	692 images	27.2 x 18.2 cm	Gospel book		Bible	
BAL537	W537	Walters Art Gallery	USA	Baltimore	http://www.thedigitalwalters.org/Data/WaltersManuscripts/html/W537/	WAG	Parchment	966	239 folios	30.5 x 25 cm	Gospel book	Ms.	Bible	
BAL538	W538	Walters Art Gallery	USA	Baltimore	http://www.thedigitalwalters.org/Data/WaltersManuscripts/html/W538	WAG	Parchment	1193	318 folios	26.4 x 18.5 cm	Gospel book	Ms.	Bible	
BAL539	W539	Walters Art Gallery	USA	Baltimore	http://www.thedigitalwalters.org/Data/WaltersManuscripts/html/W539	WAG	Parchment	1262	411 folios	30 x 21.5 cm	T'oros Roslin Gospels	Ms.	Bible	
BAL540	W540	Walters Art Gallery	USA	Baltimore	http://www.thedigitalwalters.org/Data/WaltersManuscripts/html/W540	WAG	Paper	1475	262 folios	26 x 17 cm	Gospel book	Ms.	Bible	
BAL541	W541	Walters Art Gallery	USA	Baltimore	http://www.thedigitalwalters.org/Data/WaltersManuscripts/html/W541	WAG	Paper	1600-1699	239 folios	25.6 x 18.7 cm	Gospel book	Ms.	Bible	
BAL542	W542	Walters Art Gallery	USA	Baltimore	http://www.thedigitalwalters.org/Data/WaltersManuscripts/html/W542	WAG	Paper	1488	283 folios	25 x 18.3 cm	Gospel book	Ms.	Bible	
BAL543	W543	Walters Art Gallery	USA	Baltimore	http://www.thedigitalwalters.org/Data/WaltersManuscripts/html/W543/	WAG	Paper	1455	305 folios	27.5 x 18 cm	Gospel book	Ms.	Bible	
BAL544	W544	Walters Art Gallery	USA	Baltimore	http://www.thedigitalwalters.org/Data/WaltersManuscripts/html/W544	WAG	Paper	1666	254 folios	19.7 x 14 cm	Gospel book	Ms.	Bible	
BAL545	W545	Walters Art Gallery	USA	Baltimore	http://www.thedigitalwalters.org/Data/WaltersManuscripts/html/W545	WAG	Parchment	Late 17th or 1700-1799	374 folios	11 x 8 cm	Hymnal	Ms.	Liturgy	
BAL546	W546	Walters Art Gallery	USA	Baltimore	http://www.thedigitalwalters.org/Data/WaltersManuscripts/html/W546	WAG	Parchment	1600-1699	273 folios	15 x 10.3 cm	Gospels of Georg Alexief	Ms.	Bible	
BAL547	W547	Walters Art Gallery	USA	Baltimore	http://www.thedigitalwalters.org/Data/WaltersManuscripts/html/W547	WAG	Parchment	1678	300 folios	15.5 x 10 cm	Hymnal	Ms.	Liturgy	
LSU1	Ms. 1	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz0009gx6g	UCLA Digital Collections		1300-1307	582 pages	23.5 x 17.6 cm	Gospel book	Ms.	Bible	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009gx6g/manifest
LSU2	Ms. 2	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz0025djx7	UCLA Digital Collections		1327	219 folios	32 x 24 cm	Gospel book	Ms.	Bible	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025djx7/manifest
LSU5	Ms. 5	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz0025dkqm	UCLA Digital Collections		1637	557 folios	21 x 15 cm	Book of Questions (Grigor Tatewac’i's)	Ms.	Theology	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025dkqm/manifest
LSU6	Ms. 6	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz0025nrv7	UCLA Digital Collections	Paper	1648	554 folios	23.5 x 18 cm	Commentaries on the Four Gosepls	Ms.	Exegesis	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025nrv7/manifest
LSU7	Ms. 7	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz0025q165	UCLA Digital Collections	Paper	1650	1070 pages	32 x 21.5 cm	Commentaries on the Song of Songs	Ms.	Exegesis	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025q165/manifest
LSU8	Ms. 8	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz001d8jd6	UCLA Digital Collections	Paper	1690-1700	536 pages	15 x 10 cm	Miscellany	Ms.	Miscellaneous	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d8jd6/manifest
LSU9	Ms. 9	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz0026hv3x	UCLA Digital Collections	Paper	1693	166 folios	7.4 x 4.5 cm	Giardino Spirituale	Ms.	Theology	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026hv3x/manifest
LSU10	Ms. 10	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz0026hv4f	UCLA Digital Collections	Paper	1600-1799	167 folios	16.5 X 10.5 cm	Book of Sermons	Ms.	Theology	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026hv4f/manifest
LSU12	Ms. 12	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz0026hv5z	UCLA Digital Collections	Paper	1742	278 folios	18 x 14 cm	Miscellany	Ms.	Miscellaneous	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026hv5z/manifest
LSU14	Ms. 14	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz0026hv6g	UCLA Digital Collections	Paper	February 1823	65 folios	18.5 X 11.5 cm	The Shield of Faith by Mik’ayēl Ch‘amch‘ian	Ms.	Theology	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026hv6g/manifest
LSU16	Ms. 16	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz002gxc5w	UCLA Digital Collections		1600-1699			Menologium	Ms.	Liturgy	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gxc5w/manifest
LSU17	Ms. 17	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz0026hv70	UCLA Digital Collections	Paper	1600-1699	89 folios		Menologium and Sermonary	Ms.	Liturgy	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026hv70/manifest
LSU18	Ms. 18	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz002gxc6d	UCLA Digital Collections					Menologium	Ms.	Liturgy	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gxc6d/manifest
LSU19	Ms. 19	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz0026hv8h	UCLA Digital Collections	Paper	1700-1799	206 folios	22 x 16.5 cm	Menologium and Homilies	Ms.	Liturgy	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026hv8h/manifest
LSU20	Ms. 20	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz0026hv91	UCLA Digital Collections	Paper	1400-1599	120 folios		Ritual Book	Ms.	Liturgy	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026hv91/manifest
LSU21	Ms. 21	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz0026hvbj	UCLA Digital Collections	Paper	1513	166 folios		Ritual Book	Ms.	Liturgy	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026hvbj/manifest
LSU22	Ms. 22	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz0026hvc2	UCLA Digital Collections	Paper	1580-1667			Ritual Book	Ms.	Liturgy	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026hvc2/manifest
LSU23	Ms. 23	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz0026hvdk	UCLA Digital Collections	Paper	1500-1699	114 folios	16 x 12.5 cm	Frag.s from Three Ritual Books	Ms.	Liturgy	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026hvdk/manifest
LSU24	Ms. 24	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz0026hvf3	UCLA Digital Collections	Paper	1693	232 folios	14.5 x 8.5 cm	Ritual Book	Ms.	Liturgy	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026hvf3/manifest
LSU25	Ms. 25	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz0026hvgm	UCLA Digital Collections		1600-1799	159 folios	20.5 x 13 cm	Ritual Book	Ms.	Liturgy	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026hvgm/manifest
LSU26	Ms. 26	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz0026hvh4	UCLA Digital Collections		1600-1799	267 pages	16 x 10.5 cm	Ritual Book	Ms.	Liturgy	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026hvh4/manifest
LSU27	Ms. 27	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz0026hvjn	UCLA Digital Collections		1807	243 folios	20 x 14.5 cm	Ritual Book	Ms.	Liturgy	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026hvjn/manifest
LSU28	Ms. 28	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz0026hvk5	UCLA Digital Collections			44 folios	17.5 x 11.5 cm	Ritual Book	Ms.	Liturgy	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026hvk5/manifest
LSU29	Ms. 29	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz001dxwjm	UCLA Digital Collections	Paper	1817	181 folios	15.5 x 10 cm	Ritual Book and other texts	Ms.	Liturgy	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001dxwjm/manifest
LSU30	Ms. 30	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz0026hvmp	UCLA Digital Collections	Paper	1825	125 pages	18 x 11 cm	Ritual Book	Ms.	Liturgy	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026hvmp/manifest
LSU31	Ms. 31	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz0026hvn6	UCLA Digital Collections		1830	61 folios	12 x 9.5 cm	Ritual Book	Ms.	Liturgy	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026hvn6/manifest
LSU32	Ms. 32	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz0026hvpq	UCLA Digital Collections		1300-1499	71 folios	9.5 x 6.5 cm	Calendar of Feasts	Ms.	Liturgy	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026hvpq/manifest
LSU34	Ms. 34	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz0026hvrr	UCLA Digital Collections		1500-1599	190 folios	13 x 9 cm	Hymnal (Fragments)	Ms.	Liturgy	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026hvrr/manifest
LSU35	Ms. 35	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz0026hvs8	UCLA Digital Collections		1400-1599	109 folios	14 x 9 cm	Psalter	Ms.	Bible	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026hvs8/manifest
LSU36	Ms. 36	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz0026hvts	UCLA Digital Collections	Paper	1400-1599	6 folios + 127 folios + 95 folios	10.5 x 7.5 cm	Liturgical Texts (Fragments)	Frag.	Liturgy	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026hvts/manifest
LSU39	Ms. 39	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz0026hvv9	UCLA Digital Collections		1400-1599	155 folios	17.5 x 12.5 cm	Psalter	Ms.	Bible	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026hvv9/manifest
LSU41	Ms. 41	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz0026w2k0	UCLA Digital Collections		1678	143 folios	10 x 7 cm	Breviary	Ms.	Liturgy	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026w2k0/manifest
LSU42	Ms. 42	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz0026w2mh	UCLA Digital Collections	Paper	1693	365 folios	15.5 x 10.5 cm	Liturgical Texts	Ms.	Liturgy	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026w2mh/manifest
LSU43	Ms. 43	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz0026w2n1	UCLA Digital Collections		early 1600-1699	136 folios	12.5 x 8.5 cm	Psalter	Ms.	Bible	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026w2n1/manifest
LSU45	Ms. 45	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz0026w2pj	UCLA Digital Collections		1600-1699	203 folios	11 x 7 cm	Calendar of Feasts	Ms.	Liturgy	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026w2pj/manifest
LSU46	Ms. 46	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz0026w2wn	UCLA Digital Collections						Ms.		https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026w2wn/manifest
LSU48	Ms. 48	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz0026w2tm	UCLA Digital Collections		1754-68	1238 pages	21.5 x 16.5 cm	Grigro Tat‘ewats‘I’s Book of Sermons: Volume I, Dzmeran	Ms.	Theology	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026w2tm/manifest
LSU50	Ms. 50	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz002gxc7x	UCLA Digital Collections					Book of Sermons	Ms.	Theology	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gxc7x/manifest
LSU52	Ms. 52	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz0026w2zp	UCLA Digital Collections					Book of Sermons	Ms.	Theology	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026w2zp/manifest
LSU53	Ms. 53	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz0026w30p	UCLA Digital Collections					Theological and Other Texts	Ms.	Theology	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026w30p/manifest
LSU56	Ms. 56	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz0026w316	UCLA Digital Collections	Paper	1662	121 folios		Miscellany	Ms.	Miscellaneous	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026w316/manifest
LSU58	Ms. 58	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz002bcc8m	UCLA Digital Collections		1725	397 folios		Miscellany of Theological Works	Ms.	Theology	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bcc8m/manifest
LSU61	Ms. 61	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz0026w32q	UCLA Digital Collections					Nerses Šnorhali's Works	Ms.	Theology	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026w32q/manifest
LSU62	Ms. 62	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz0026w337	UCLA Digital Collections					Collection of Canticles	Ms.	Liturgy	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026w337/manifest
LSU63	Ms. 63	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz0026w34r	UCLA Digital Collections					Book of Odes	Ms.	Liturgy	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026w34r/manifest
LSU64	Ms. 64	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz0026w358	UCLA Digital Collections					Minstrel Yart'un Olli's Daftar	Ms.	Poetry	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026w358/manifest
LSU68	Ms. 68	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz002gxcbg	UCLA Digital Collections					"Amirdovlat' Amasiac'i's ""Useless to the Ignorant"""	Ms.	Sciences	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gxcbg/manifest
LSU69	Ms. 69	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz0026w36s	UCLA Digital Collections					Calendrical and Other Texts (Fragments)	Ms.	Miscellaneous	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026w36s/manifest
LSU72	Ms. 72	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz0026w379	UCLA Digital Collections					Armenian Canon-Book	Ms.	Law	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026w379/manifest
LSU74	Ms. 74	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz0026w38t	UCLA Digital Collections					A Brief Lexicon of the Books of the Bible and Other Texts	Ms.	Linguistics	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026w38t/manifest
LSU75	Ms. 75	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz001dzvdh	UCLA Digital Collections	Paper	1600-1799	100 folios	17 x 10 cm	Simēon Jułayec'i's Summa of Logic	Ms.	Philosophy	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001dzvdh/manifest
LSU76	Ms. 76	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz001gqf7t	UCLA Digital Collections	Paper	1758	128 folios	15 x 9.5 cm	Hamaṛōtutʻiwn čartasanut'ean	Ms.		https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001gqf7t/manifest
LSU77	Ms. 77	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz0026w39b	UCLA Digital Collections					Readings from the Book of Daniel	Ms.	Bible	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026w39b/manifest
LSU80	Ms. 80	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz0026w3bv	UCLA Digital Collections					Brief Canticles	Ms.	Liturgy	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026w3bv/manifest
LSU81	Ms. 81	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz0026w3cc	UCLA Digital Collections					Anthology of Popular Songs	Ms.	Poetry	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026w3cc/manifest
LSU82	Ms. 82	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz0026w3dw	UCLA Digital Collections					Frag.s of a Menologium	Frag.	Liturgy	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026w3dw/manifest
LSU83	Ms. 83	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz002gxcc0	UCLA Digital Collections					Menologium (Fragments)	Ms.	Liturgy	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gxcc0/manifest
LSU84	Ms. 84	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz002gxcdh	UCLA Digital Collections	Paper	1896- 1927	74 folios	27 x 21 cm	Collection of Poems	Ms.	Poetry	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gxcdh/manifest
LSU86	Ms. 86	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz0026w2s3	UCLA Digital Collections		1800-1899	28 folios	32 x 20.5 cm	Commentary on the Gospel of Matthew (Fragments)	Ms.	Exegesis	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026w2s3/manifest
LSU87	Ms. 87	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz0026w3fd	UCLA Digital Collections					Readings from the Book of Daniel	Printed	Bible	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026w3fd/manifest
LSU89	Ms. 89	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz002gxcf1	UCLA Digital Collections					Menologium (Fragments)	Ms.	Liturgy	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gxcf1/manifest
LSU91	Ms. 91	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz0026w3gx	UCLA Digital Collections					The Story of the Seven Sages (in Armeno-Turkish)	Ms.	Miscellaneous	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026w3gx/manifest
LSU170/766	Ms. 170/766	UCLA Library	USA	Los Angeles	https://digital.library.ucla.edu/catalog/ark:/21198/zz002hkc49	UCLA Digital Collections	Paper		30 folios		Gospel of the Myrruhbearer	Ms.	Bible	https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hkc49/manifest
	Ms. 59	J. Paul Getty Museum	USA	Los Angeles	http://www.getty.edu/art/collection/objects/5253	J. Paul Getty Museum	Paper	1256	8 images		Canon tables from the Zeyt'un Gospels	Inc.	Bible	
	Ms. Ludwig I 14	J. Paul Getty Museum	USA	Los Angeles	http://www.getty.edu/art/collection/objects/1351/	J. Paul Getty Museum	Paper	1637-1638	25 images	25.2 x 18.3 cm	Bible	Inc.	Bible	
	Ms. Ludwig II 7	J. Paul Getty Museum	USA	Los Angeles	http://www.getty.edu/art/collection/objects/1359	J. Paul Getty Museum	Paper	1615	19 images	23 x 17.1 cm	Gospel Book	Inc.	Bible	
	Ms. Ludwig II 6	J. Paul Getty Museum	USA	Los Angeles	http://www.getty.edu/art/collection/objects/1358/	J. Paul Getty Museum	Paper	1386	33 images	24 x 16.5 cm	Gospel Book	Inc.	Bible	
	BS399.L3 E33	Loyola Marymount University	USA	Los Angeles	http://digitalcollections.lmu.edu/cdm/ref/collection/manuscripts/id/230	William H. Hannon Library	Paper	1121	2 images	39 x 26 cm	Bible	Frag.	Bible	
OBE 51-1	51-1	Oberlin College	USA	Oberlin	http://dcollections.oberlin.edu/cdm/ref/collection/palestine/id/3631	William H. Hannon Library	Paper	1121	1 image		Bible	Inc.	Bible	
OBE		Oberlin College	USA	Oberlin	http://dcollections.oberlin.edu/cdm/ref/collection/illumina/id/1820	William H. Hannon Library	Paper	1600-1699	4 images	37.4 x 25.6 cm	Bible	Frag.	Bible	
